"price","mileage","year","model","date","origin","d2005","d2006","d2007","d2008","d2009","d2010","d2011","d2012","d2013","d2014","d2015","d2016","website_id","car_id"
13995,61938,"2015","Scion tC",2021-01-28,"truecar",0,0,0,0,0,0,0,0,0,0,1,0,3,2
14998,46256,"2014","Scion tC",2021-01-28,"truecar",0,0,0,0,0,0,0,0,0,1,0,0,3,2
10999,89755,"2011","Scion tC",2021-01-28,"truecar",0,0,0,0,0,0,1,0,0,0,0,0,3,2
14995,44887,"2014","Scion tC",2021-01-28,"truecar",0,0,0,0,0,0,0,0,0,1,0,0,3,2
6350,137111,"2008","Scion tC",2021-01-28,"truecar",0,0,0,1,0,0,0,0,0,0,0,0,3,2
9994,95547,"2012","Scion tC",2021-01-28,"truecar",0,0,0,0,0,0,0,1,0,0,0,0,3,2
7500,95225,"2008","Scion tC",2021-01-28,"truecar",0,0,0,1,0,0,0,0,0,0,0,0,3,2
15995,44520,"2015","Scion tC",2021-01-28,"truecar",0,0,0,0,0,0,0,0,0,0,1,0,3,2
4900,147684,"2009","Scion tC",2021-02-17,"autotrader",0,0,0,0,1,0,0,0,0,0,0,0,1,2
6073,112050,"2007","Scion tC",2021-02-17,"autotrader",0,0,1,0,0,0,0,0,0,0,0,0,1,2
11950,22144,"2012","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,1,0,0,0,0,1,2
13995,70503,"2016","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,0,0,0,1,1,2
6888,131390,"2012","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,1,0,0,0,0,1,2
10590,65960,"2013","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,1,0,0,0,1,2
9742,122673,"2014","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,0,1,0,0,1,2
11000,84875,"2014","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,0,1,0,0,1,2
4699,185410,"2007","Scion tC",2021-02-17,"autotrader",0,0,1,0,0,0,0,0,0,0,0,0,1,2
10885,87919,"2013","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,1,0,0,0,1,2
12888,71806,"2015","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,0,0,1,0,1,2
4495,129436,"2009","Scion tC",2021-02-17,"autotrader",0,0,0,0,1,0,0,0,0,0,0,0,1,2
15990,27352,"2015","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,0,0,1,0,1,2
9998,111256,"2014","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,0,1,0,0,1,2
13988,47022,"2016","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,0,0,0,1,1,2
12592,68049,"2016","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,0,0,0,1,1,2
12000,70408,"2015","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,0,0,1,0,1,2
6990,137894,"2011","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,1,0,0,0,0,0,1,2
15699,44522,"2015","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,0,0,1,0,1,2
4200,155000,"2006","Scion tC",2021-02-17,"autotrader",0,1,0,0,0,0,0,0,0,0,0,0,1,2
13987,54200,"2015","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,0,0,1,0,1,2
11987,116038,"2015","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,0,0,1,0,1,2
12895,61729,"2016","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,0,0,0,1,1,2
6987,130661,"2012","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,1,0,0,0,0,1,2
12899,46708,"2015","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,0,0,1,0,1,2
15992,49216,"2016","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,0,0,0,1,1,2
10299,77023,"2016","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,0,0,0,1,1,2
13700,44549,"2015","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,0,0,1,0,1,2
4200,202077,"2007","Scion tC",2021-02-17,"autotrader",0,0,1,0,0,0,0,0,0,0,0,0,1,2
9800,88776,"2013","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,1,0,0,0,1,2
10299,76909,"2016","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,0,0,0,1,1,2
10997,60576,"2014","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,0,1,0,0,1,2
4490,191322,"2007","Scion tC",2021-02-17,"autotrader",0,0,1,0,0,0,0,0,0,0,0,0,1,2
8988,188334,"2011","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,1,0,0,0,0,0,1,2
6999,119093,"2012","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,1,0,0,0,0,1,2
10999,55969,"2015","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,0,0,1,0,1,2
9888,106613,"2013","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,1,0,0,0,1,2
5988,98000,"2008","Scion tC",2021-02-17,"autotrader",0,0,0,1,0,0,0,0,0,0,0,0,1,2
10358,84405,"2014","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,0,1,0,0,1,2
6988,146249,"2013","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,0,0,0,1,0,0,0,1,2
7500,38500,"2008","Scion tC",2021-02-17,"autotrader",0,0,0,1,0,0,0,0,0,0,0,0,1,2
5495,163494,"2010","Scion tC",2021-02-17,"autotrader",0,0,0,0,0,1,0,0,0,0,0,0,1,2
6073,112050,"2007","Scion tC Base",2021-02-17,"cars",0,0,1,0,0,0,0,0,0,0,0,0,2,2
4900,147684,"2009","Scion tC",2021-02-17,"cars",0,0,0,0,1,0,0,0,0,0,0,0,2,2
11950,22144,"2012","Scion tC",2021-02-17,"cars",0,0,0,0,0,0,0,1,0,0,0,0,2,2
9800,88776,"2013","Scion tC Base",2021-02-17,"cars",0,0,0,0,0,0,0,0,1,0,0,0,2,2
12895,61729,"2016","Scion tC Base",2021-02-17,"cars",0,0,0,0,0,0,0,0,0,0,0,1,2,2
13995,70503,"2016","Scion tC",2021-02-17,"cars",0,0,0,0,0,0,0,0,0,0,0,1,2,2
12990,74690,"2015","Scion tC Release Series 9.0",2021-02-17,"cars",0,0,0,0,0,0,0,0,0,0,1,0,2,2
9742,122673,"2014","Scion tC Base",2021-02-17,"cars",0,0,0,0,0,0,0,0,0,1,0,0,2,2
6888,131390,"2012","Scion tC Base",2021-02-17,"cars",0,0,0,0,0,0,0,1,0,0,0,0,2,2
7495,72611,"2008","Scion tC",2021-02-17,"cars",0,0,0,1,0,0,0,0,0,0,0,0,2,2
10998,94680,"2013","Scion tC",2021-02-17,"cars",0,0,0,0,0,0,0,0,1,0,0,0,2,2
14795,44984,"2016","Scion tC Base",2021-02-17,"cars",0,0,0,0,0,0,0,0,0,0,0,1,2,2
12590,91683,"2013","Scion tC",2021-02-17,"cars",0,0,0,0,0,0,0,0,1,0,0,0,2,2
4490,191322,"2007","Scion tC Base",2021-02-17,"cars",0,0,1,0,0,0,0,0,0,0,0,0,2,2
11000,84875,"2014","Scion tC Base",2021-02-17,"cars",0,0,0,0,0,0,0,0,0,1,0,0,2,2
6995,148853,"2011","Scion tC Base",2021-02-17,"cars",0,0,0,0,0,0,1,0,0,0,0,0,2,2
6990,137894,"2011","Scion tC Base",2021-02-17,"cars",0,0,0,0,0,0,1,0,0,0,0,0,2,2
13700,44549,"2015","Scion tC",2021-02-17,"cars",0,0,0,0,0,0,0,0,0,0,1,0,2,2
9998,114981,"2011","Scion tC Base",2021-02-17,"cars",0,0,0,0,0,0,1,0,0,0,0,0,2,2
16998,29868,"2016","Scion tC Base",2021-02-17,"cars",0,0,0,0,0,0,0,0,0,0,0,1,2,2
11987,116038,"2015","Scion tC Base",2021-02-17,"cars",0,0,0,0,0,0,0,0,0,0,1,0,2,2
5988,98000,"2008","Scion tC",2021-02-17,"cars",0,0,0,1,0,0,0,0,0,0,0,0,2,2
9998,111256,"2014","Scion tC Anniversary Edition",2021-02-17,"cars",0,0,0,0,0,0,0,0,0,1,0,0,2,2
7495,86814,"2007","Scion tC Base",2021-02-17,"cars",0,0,1,0,0,0,0,0,0,0,0,0,2,2
12988,78472,"2013","Scion tC",2021-02-17,"cars",0,0,0,0,0,0,0,0,1,0,0,0,2,2
14998,65065,"2016","Scion tC Base",2021-02-17,"cars",0,0,0,0,0,0,0,0,0,0,0,1,2,2
8988,188334,"2011","Scion tC Base",2021-02-17,"cars",0,0,0,0,0,0,1,0,0,0,0,0,2,2
10995,114000,"2015","Scion tC",2021-02-17,"cars",0,0,0,0,0,0,0,0,0,0,1,0,2,2
7500,38500,"2008","Scion tC",2021-02-17,"cars",0,0,0,1,0,0,0,0,0,0,0,0,2,2
12899,46708,"2015","Scion tC",2021-02-17,"cars",0,0,0,0,0,0,0,0,0,0,1,0,2,2
10997,60576,"2014","Scion tC",2021-02-17,"cars",0,0,0,0,0,0,0,0,0,1,0,0,2,2
10999,55969,"2015","Scion tC",2021-02-17,"cars",0,0,0,0,0,0,0,0,0,0,1,0,2,2
13988,47022,"2016","Scion tC Base",2021-02-17,"cars",0,0,0,0,0,0,0,0,0,0,0,1,2,2
13987,54200,"2015","Scion tC",2021-02-17,"cars",0,0,0,0,0,0,0,0,0,0,1,0,2,2
15699,44522,"2015","Scion tC",2021-02-17,"cars",0,0,0,0,0,0,0,0,0,0,1,0,2,2
9888,106613,"2013","Scion tC Base",2021-02-17,"cars",0,0,0,0,0,0,0,0,1,0,0,0,2,2
12000,70408,"2015","Scion tC",2021-02-17,"cars",0,0,0,0,0,0,0,0,0,0,1,0,2,2
10299,77023,"2016","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,0,0,0,0,1,3,2
10299,76909,"2016","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,0,0,0,0,1,3,2
5200,147684,"2009","Scion tC",2021-02-17,"truecar",0,0,0,0,1,0,0,0,0,0,0,0,3,2
10999,55969,"2015","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,0,0,0,1,0,3,2
7150,121044,"2012","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,1,0,0,0,0,3,2
6988,146249,"2013","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,0,1,0,0,0,3,2
4699,185406,"2007","Scion tC",2021-02-17,"truecar",0,0,1,0,0,0,0,0,0,0,0,0,3,2
6888,131390,"2012","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,1,0,0,0,0,3,2
6995,107499,"2011","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,1,0,0,0,0,0,3,2
8500,100600,"2012","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,1,0,0,0,0,3,2
12592,68049,"2016","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,0,0,0,0,1,3,2
13700,44549,"2015","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,0,0,0,1,0,3,2
6990,137894,"2011","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,1,0,0,0,0,0,3,2
13995,70503,"2016","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,0,0,0,0,1,3,2
12491,83289,"2016","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,0,0,0,0,1,3,2
6995,148853,"2011","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,1,0,0,0,0,0,3,2
13988,47022,"2016","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,0,0,0,0,1,3,2
5495,145000,"2007","Scion tC",2021-02-17,"truecar",0,0,1,0,0,0,0,0,0,0,0,0,3,2
8990,94299,"2010","Scion tC",2021-02-17,"truecar",0,0,0,0,0,1,0,0,0,0,0,0,3,2
12899,46708,"2015","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,0,0,0,1,0,3,2
11000,84875,"2014","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,0,0,1,0,0,3,2
13590,65621,"2015","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,0,0,0,1,0,3,2
9742,122673,"2014","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,0,0,1,0,0,3,2
7495,72611,"2008","Scion tC",2021-02-17,"truecar",0,0,0,1,0,0,0,0,0,0,0,0,3,2
12990,68973,"2014","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,0,0,1,0,0,3,2
12000,70408,"2015","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,0,0,0,1,0,3,2
14990,40598,"2014","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,0,0,1,0,0,3,2
15990,17418,"2013","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,0,1,0,0,0,3,2
12590,91683,"2013","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,0,1,0,0,0,3,2
5100,171936,"2008","Scion tC",2021-02-17,"truecar",0,0,0,1,0,0,0,0,0,0,0,0,3,2
13987,54200,"2015","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,0,0,0,1,0,3,2
13995,63600,"2015","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,0,0,0,1,0,3,2
7500,38500,"2008","Scion tC",2021-02-17,"truecar",0,0,0,1,0,0,0,0,0,0,0,0,3,2
15699,44522,"2015","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,0,0,0,1,0,3,2
4995,197224,"2008","Scion tC",2021-02-17,"truecar",0,0,0,1,0,0,0,0,0,0,0,0,3,2
12988,78472,"2013","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,0,1,0,0,0,3,2
9995,118900,"2012","Scion tC",2021-02-17,"truecar",0,0,0,0,0,0,0,1,0,0,0,0,3,2
8999,96035,"2010","Scion tC",2021-02-17,"truecar",0,0,0,0,0,1,0,0,0,0,0,0,3,2
